Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_MI,Rndrng_Prvdr_Crdntls,Rndrng_Prvdr_Ent_Cd,Rndrng_Prvdr_St1,Rndrng_Prvdr_St2,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Rndrng_Prvdr_Cntry,Rndrng_Prvdr_Type,Rndrng_Prvdr_Mdcr_Prtcptg_Ind,HCPCS_Cd,HCPCS_Desc,HCPCS_Drug_Ind,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt,year
1053750489,Srinivasan,Visish,M,M.D.,I,1709 Dryden Rd,Ste 750,Houston,TX,48,77030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,21,26.0,21,9677.0,1134.1173077,900.805,823.32807692,2023
1053793398,Fayad,Mohamad,,DO,I,3196 S Maryland Pkwy Ste 405,,Las Vegas,NV,32,89109,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,12.0,11,6227.15,1123.0516667,894.78666667,879.66333333,2023
1063472579,Reuland,Kurt,S,M.D.,I,700 Olympic Plaza Cir Ste 910,,Tyler,TX,48,75701,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,24,24.0,24,5999.0,1089.42,867.99,917.91,2023
1073519419,Windisch,Thomas,R,M.D.,I,3601 21st St,,Lubbock,TX,48,79410,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,27,31.0,29,3186.0,1054.2774194,839.99064516,858.69,2023
1073549705,Linfante,Italo,,M.D.,I,8950 N Kendall Dr Ste 407w,,Miami,FL,12,33176,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,19,23.0,21,4385.0,1411.1043478,1116.4682609,870.29695652,2023
1073830360,Ding,Dale,,MD,I,1215 Lee St,,Charlottesville,VA,51,22908,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,21,28.0,21,2818.0,927.22535714,741.22321429,748.41357143,2023
1073957312,Fredrickson,Vance,L,MD,I,801 N 29th St,,Billings,MT,30,59101,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,16,19.0,16,4751.0,1010.2294737,808.65263158,821.28684211,2023
1083666978,Zhang,Yi,J,MD,I,1301 Punchbowl St,,Honolulu,HI,15,96813,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,22,35.0,22,2816.0,926.04428571,737.826,603.19771429,2023
1083669246,Williams,Michael,D,M.D.,I,700 Olympic Plaza Cir Ste 910,,Tyler,TX,48,75701,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,15,16.0,16,5999.0,1089.42,867.99,917.91,2023
1083811418,Chowdhry,Shakeel,A,M.D.,I,2180 Pfingsten Rd Ste 2000,,Glenview,IL,17,60026,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,19,24.0,19,6680.0,1239.475,992.16125,726.67875,2023
1083908099,Stapleton,Christopher,J,MD,I,912 S Wood St # Mc799,,Chicago,IL,17,60612,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,28,32.0,29,6018.0,1150.2975,916.496875,831.8559375,2023
1083932214,Serulle,Yafell,,"M.D., PH.D.",I,1613 N Harrison Parkway Bldg C Suite 200,,Sunrise,FL,12,33160,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,17.0,14,12779.0,1324.4694118,1057.0170588,809.92,2023
1093004939,Ahmad,Ghasan,S,MD,I,22 S Greene St,,Baltimore,MD,24,21201,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,16.0,11,3779.375,1063.7125,847.51,745.8,2023
1093183543,Sacho,Raphael,,MD,I,501 Seaview Ave Ste 201,,Staten Island,NY,36,10305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,23,29.0,24,12779.0,1417.7875862,1131.4927586,775.47551724,2023
1093771511,Samaniego,Edgar,A,M.D.,I,200 Hawkins Dr # 2007,Roy Carver Pavilion,Iowa City,IA,19,52242,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,15,16.0,15,8722.0,982.303125,782.644375,860.531875,2023
1104014083,Toth,Gabor,,MD,I,9500 Euclid Ave,Mail Code S80,Cleveland,OH,39,44195,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,20,21.0,21,7451.0,1140.24,908.48,917.91,2023
1104147909,Moon,Karam,,MD,I,350 W Thomas Rd,Attn: Academic Affairs,Phoenix,AZ,04,85013,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,21,26.0,22,2832.63,1026.8692308,818.15307692,829.64846154,2023
1104835875,Khan,Usman,H,MD,I,901 Village Blvd Ste 702,,West Palm Beach,FL,12,33409,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,20,24.0,22,2642.75,1099.8025,876.26208333,860.54041667,2023
1104873587,Workman,Michael,J,M.D.,I,2900 S National Ave,,Springfield,MO,29,65804,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,20.0,15,3964.73,967.02,772.8825,688.4325,2023
1114131588,Hawk,Harris,E,MD,I,975 E 3rd St,Box 376,Chattanooga,TN,47,37403,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,13.0,13,3062.3307692,1025.8646154,802.86307692,868.24692308,2023
1114216462,Narsinh,Kazim,H,M.D.,I,200 W Arbor Dr,Mail Code 8756,San Diego,CA,06,92103,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,15,15.0,15,5787.7333333,1210.68,966.63,917.91,2023
1124006580,Romero,Charles,,,I,300 State St Fl 4,"4th Floor, Suite 401",Erie,PA,42,16507,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,16.0,15,2541.0,1102.96875,882.13125,860.540625,2023
1124097225,Xavier,Andrew,R,MD,I,31500 Telegraph Rd Ste 115,,Bingham Farms,MI,26,48025,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61623,Balloon occlusion of head or neck artery with review by radiologist,N,F,13,13.0,13,1100.0,612.03846154,487.64384615,438.36538462,2023
1124097225,Xavier,Andrew,R,MD,I,31500 Telegraph Rd Ste 115,,Bingham Farms,MI,26,48025,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,23,26.0,24,2700.0,1186.3569231,945.23076923,891.43153846,2023
1124415856,Al-Saiegh,Fadi,,M.D.,I,8300 Floyd Curl Dr,,San Antonio,TX,48,78229,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,18.0,17,3302.1111111,1050.7027778,837.14277778,892.41222222,2023
1134194822,Rangaswamy,Rajesh,,MD,I,1155 Mill Street,,Reno,NV,32,89520,99.0,Unknown,US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,24,36.0,26,3281.0,1019.2455556,814.13888889,790.42111111,2023
1134237712,Ringer,Andrew,,MD,I,3825 Edwards Rd,Suite 300,Cincinnati,OH,39,45209,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,12.0,12,5659.0,1140.345,903.31333333,912.74416667,2023
1134276777,Dodd,Robert,L,"MD, PHD",I,300 Pasteur Dr,,Stanford,CA,6,94305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,16,17.0,17,9336.0,1236.7505882,973.63058824,901.89705882,2023
1134350069,Jani,Vishal,B,M.D.,I,1400 E Downing St,,Tahlequah,OK,40,74464,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,16.0,11,3406.89375,844.91875,673.18875,688.431875,2023
1144334632,Cooke,Daniel,L,MD,I,505 Parnassus Ave,,San Francisco,CA,06,94143,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,18,23.0,18,5631.0434783,1086.116087,868.59217391,818.13826087,2023
1144343484,Youssef,Patrick,P,M.D.,I,300 W 10th Ave,,Columbus,OH,39,43210,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,18.0,14,5195.0,981.87333333,782.30444444,688.43222222,2023
1144373739,Colby,Geoffrey,P,"M.D., PH.D.",I,300 Medical Plaza,,Los Angeles,CA,06,90095,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,15,20.0,15,6000.75,1049.5875,840.06,803.17,2023
1144425067,Mocco,J.,D,MD,I,1450 Madison Ave # 1,,New York,NY,36,10029,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,16.0,15,39637.5,1332.76375,1061.8775,831.855625,2023
1144510181,He,Le,,M.D.,I,3831 Piper St Ste S450,,Anchorage,AK,02,99508,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,20,23.0,21,20673.913043,1372.81,1093.7826087,847.9,2023
1144513359,Kass Hout,Tareq,T,MD,I,5841 S Maryland Ave,,Chicago,IL,17,60637,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,16,23.0,17,9109.9130435,1203.1304348,963.06826087,798.18391304,2023
1144581216,Strickland,Allison,,MD,I,2500 N State St,,Jackson,MS,28,39216,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,11.0,11,3480.0,1035.05,824.77454545,917.90909091,2023
1144583113,Vellimana,Ananth,K,MD,I,4921 Parkview Pl,"Div Neurological Surgery, Ste 6b/6c",Saint Louis,MO,29,63110,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,17,18.0,18,4800.0,1150.64,920.94,917.91,2023
1144616269,Xu,Risheng,,MD/PHD,I,1800 Orleans St,"Johns Hopkins Hospital, Zayed Tower 60007",Baltimore,MD,24,21287,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,27,32.0,28,6454.875,1190.721875,948.70625,860.54,2023
1154516532,Saphier,Paul,S,M.D.,I,290 Madison Ave Ste 2b,,Morristown,NJ,34,7960,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,13.0,13,1390.72,1240.75,988.57,917.91,2023
1154559961,Stacy,Jason,D,M.D.,I,2500 N State St,,Jackson,MS,28,39216,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,13.0,13,2725.0,1070.32,856.34,917.91,2023
1154659506,Paul,Alexandra,R,M.D.,I,47 New Scotland Ave,Department Of Neurosurgery,Albany,NY,36,12208,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,13.0,12,4883.0,1045.2507692,832.90461538,811.99692308,2023
1164832325,Nasser,Hussein,,M.D.,I,3400 Spruce St,,Philadelphia,PA,42,19104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,18.0,15,2850.0,1010.7638889,807.33388889,841.41611111,2023
1184603276,Pema,Peter,,MD,I,3525 Olentangy River Rd,Ste 5360,Columbus,OH,39,43214,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,14.0,14,4004.3571429,1155.6,923.84,885.12714286,2023
1184683195,Levy,Elad,I,MD,I,40 George Karl Blvd,,Williamsville,NY,36,14221,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,24,24.0,24,7571.06,1086.6908333,858.3175,910.5275,2023
1184693244,Lopes,Demetrius,K,M.D.,I,1700 Luther Lane,Suite 1170,Park Ridge,IL,17,60068,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,17.0,14,6680.0,1238.4235294,986.71176471,755.92588235,2023
1184773186,Jindal,Gaurav,,MD,I,22 S Greene St,Department Of Radiology,Baltimore,MD,24,21201,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,19,23.0,21,5244.0,1213.07,969.02304348,878.00043478,2023
1184873762,Dandamudi,Venkata,S,M.D,I,3838 San Dimas St Ste A140,,Bakersfield,CA,06,93301,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,12.0,12,3732.5,1070.2758333,852.73833333,879.66333333,2023
1194067322,Rutledge,William,C,,I,8714 5th Ave,,Brooklyn,NY,36,11209,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,19,22.0,21,17147.0,1381.865,1105.9486364,834.46318182,2023
1194083915,Yoon,Nam,K,M.D.,I,5171 S Cottonwood St Ste 950,,Murray,UT,49,84107,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,14.0,13,3727.0714286,1025.2728571,816.88285714,852.34428571,2023
1194169755,Mehta,Tapan,V,M.B.B.S.,I,85 Seymour St,,Hartford,CT,09,6106,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,18.0,13,5467.7777778,1065.5844444,852.96611111,739.42833333,2023
1194826115,Fraser,Kenneth,,,I,411 Hamilton Blvd,1824,Peoria,IL,17,61602,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,17,34.0,18,7146.3235294,1034.1064706,825.21911765,620.93852941,2023
1205068186,Beecher,Jeffrey,S,DO,I,2208 S 17th St Ste 201,,Wilmington,NC,37,28401,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,17,17.0,17,3399.84,1091.52,872.1,917.91,2023
1205194941,Arcot,Karthikeyan,M,M.B.B.S,I,211 61 Street,1st Floor,Brooklyn,NY,36,11220,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,14.0,11,3048.94,1350.8214286,1076.2657143,721.215,2023
1205244993,Orru',Emanuele,,M.D.,I,Lahey Hospital & Medical Center,41 Mall Road,Burlington,MA,25,1805,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Nuclear Medicine,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,14.0,13,4490.1428571,1189.9185714,952.49214286,890.11714286,2023
1205923323,Mericle,Robert,A,MD,I,330 22nd Ave N,,Nashville,TN,47,37203,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,17,19.0,19,3215.0,995.87789474,783.98789474,884.42842105,2023
1215262878,Davies,Jason,M,"M.D., PH.D.",I,100 High St,Suite B-4,Buffalo,NY,36,14203,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,12.0,12,7571.06,1086.54,865.7,917.91,2023
1215270616,Southwood,Christopher,J,M.D.,I,1720 Spring Hill Ave Ste 300,,Mobile,AL,01,36604,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,25.0,16,2400.0,836.4504,667.2744,725.1504,2023
1225294432,Choudhri,Omar,A,M.D.,I,3400 Spruce St,,Philadelphia,PA,42,19104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,20,20.0,20,10977.65,1172.1895,936.1565,872.014,2023
1225318652,Griauzde,Julius,M,M.D.,I,47601 Grand River Ave Ste A205,,Novi,MI,26,48374,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,15,18.0,15,2916.0,1200.0833333,960.63,764.925,2023
