Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_MI,Rndrng_Prvdr_Crdntls,Rndrng_Prvdr_Ent_Cd,Rndrng_Prvdr_St1,Rndrng_Prvdr_St2,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Rndrng_Prvdr_Cntry,Rndrng_Prvdr_Type,Rndrng_Prvdr_Mdcr_Prtcptg_Ind,HCPCS_Cd,HCPCS_Desc,HCPCS_Drug_Ind,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt,year
1013235183,Tanweer,Omar,,M.D.,I,7200 Cambridge St Fl 10,,Houston,TX,48,77030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,15,16.0,16,199.0,72.65,57.88,55.78,2023
1013235183,Tanweer,Omar,,M.D.,I,7200 Cambridge St Fl 10,,Houston,TX,48,77030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,15,19.0,16,253.0,92.448421053,73.658421053,61.638421053,2023
1033169743,Thorell,William,E,MD,I,988102 Nebraska Medical Ctr,,Omaha,NE,31,68198,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,12,13.0,13,199.5,62.15,49.52,55.79,2023
1033169743,Thorell,William,E,MD,I,988102 Nebraska Medical Ctr,,Omaha,NE,31,68198,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,11,22.0,12,258.3,78.554545455,62.589090909,61.634545455,2023
1033238647,Ashley,William,W,"M.D., PH.D., M.B.A.",I,5051 Greenspring Ave,Suite 300,Baltimore,MD,24,21209,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,24,31.0,24,3632.0,1154.0664516,919.50225806,755.05483871,2023
1033238647,Ashley,William,W,"M.D., PH.D., M.B.A.",I,5051 Greenspring Ave,Suite 300,Baltimore,MD,24,21209,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,25,30.0,25,209.0,75.308333333,60.0,55.785,2023
1033238647,Ashley,William,W,"M.D., PH.D., M.B.A.",I,5051 Greenspring Ave,Suite 300,Baltimore,MD,24,21209,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,25,46.0,25,225.0,95.92,76.424565217,61.634565217,2023
1043285984,Bendok,Bernard,,MD,I,13400 E Shea Blvd,,Scottsdale,AZ,4,85259,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,16,17.0,16,11657.0,1089.2723529,869.81294118,863.91529412,2023
1043285984,Bendok,Bernard,,MD,I,13400 E Shea Blvd,,Scottsdale,AZ,4,85259,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,19,20.0,19,669.0,68.7105,54.87,55.79,2023
1043285984,Bendok,Bernard,,MD,I,13400 E Shea Blvd,,Scottsdale,AZ,4,85259,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,18,31.0,18,959.0,87.28,69.695806452,61.635806452,2023
1043347248,Alexander,Michael,J,M.D.,I,127 S. San Vicente Blvd.,Suite A6600,Los Angeles,CA,6,90048,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,16,17.0,17,6843.0,1200.09,960.63,917.91,2023
1043347248,Alexander,Michael,J,M.D.,I,127 S. San Vicente Blvd.,Suite A6600,Los Angeles,CA,6,90048,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,16,25.0,17,285.28,94.14,75.3572,61.6372,2023
1053667303,Dornbos,David,L,M.D.,I,740 S Limestone,Ste B101,Lexington,KY,21,40536,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,12.0,11,6176.6591667,1064.2233333,851.87333333,879.66333333,2023
1053667303,Dornbos,David,L,M.D.,I,740 S Limestone,Ste B101,Lexington,KY,21,40536,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,11,12.0,11,227.0,67.9,54.35,55.79,2023
1053667303,Dornbos,David,L,M.D.,I,740 S Limestone,Ste B101,Lexington,KY,21,40536,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,13,26.0,13,260.0,79.615384615,63.729230769,62.822307692,2023
1053690164,Multani,Sumeet,S,M.D,I,255 W Lancaster Ave,,Paoli,PA,42,19301,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,18.0,14,2935.4444444,1095.2194444,872.61166667,764.92444444,2023
1053690164,Multani,Sumeet,S,M.D,I,255 W Lancaster Ave,,Paoli,PA,42,19301,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,13,18.0,14,160.0,73.86,58.85,55.792222222,2023
1053690164,Multani,Sumeet,S,M.D,I,255 W Lancaster Ave,,Paoli,PA,42,19301,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,12,32.0,13,220.0,94.0134375,74.80125,61.53375,2023
1053696187,Matouk,Charles,C,M.D.,I,800 Howard Ave,"Lower Level, Neuroscience Center",New Haven,CT,9,6519,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,16.0,14,6590.0,1121.266875,897.50375,803.171875,2023
1053750489,Srinivasan,Visish,M,M.D.,I,1709 Dryden Rd,Ste 750,Houston,TX,48,77030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,21,26.0,21,9677.0,1134.1173077,900.805,823.32807692,2023
1053750489,Srinivasan,Visish,M,M.D.,I,1709 Dryden Rd,Ste 750,Houston,TX,48,77030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,21,25.0,21,222.0,75.6408,60.5108,55.79,2023
1053750489,Srinivasan,Visish,M,M.D.,I,1709 Dryden Rd,Ste 750,Houston,TX,48,77030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,21,26.0,21,282.0,96.254615385,76.997692308,61.63,2023
1063822112,Schwarz,Justin,,M.D.,I,525 E 68th St,,New York,NY,36,10065,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,11,16.0,11,261.17375,109.728125,87.45375,61.63375,2023
1073830360,Ding,Dale,,MD,I,1215 Lee St,,Charlottesville,VA,51,22908,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,21,28.0,21,2818.0,927.22535714,741.22321429,748.41357143,2023
1073830360,Ding,Dale,,MD,I,1215 Lee St,,Charlottesville,VA,51,22908,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,26,37.0,26,162.0,67.53972973,53.99,55.79027027,2023
1073830360,Ding,Dale,,MD,I,1215 Lee St,,Charlottesville,VA,51,22908,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,26,38.0,26,207.0,85.792894737,68.582894737,61.637105263,2023
1073856399,Kole,Matthew,,MD,I,100 N Academy Ave,,Danville,PA,42,17822,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,11,13.0,12,858.23076923,69.29,55.46,55.78,2023
1073856399,Kole,Matthew,,MD,I,100 N Academy Ave,,Danville,PA,42,17822,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,11,20.0,12,873.0,88.043,70.474,61.634,2023
1073893913,Hassoun Turkmani,Ali,,M.D.,I,13400 E Shea Blvd,,Scottsdale,AZ,04,85259,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,11,13.0,12,669.0,68.710769231,54.87,55.79,2023
1073957312,Fredrickson,Vance,L,MD,I,801 N 29th St,,Billings,MT,30,59101,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,16,19.0,16,4751.0,1010.2294737,808.65263158,821.28684211,2023
1073957312,Fredrickson,Vance,L,MD,I,801 N 29th St,,Billings,MT,30,59101,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,16,19.0,16,323.0,71.14,56.95,55.79,2023
1083666978,Zhang,Yi,J,MD,I,1301 Punchbowl St,,Honolulu,HI,15,96813,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,22,35.0,22,2816.0,926.04428571,737.826,603.19771429,2023
1083666978,Zhang,Yi,J,MD,I,1301 Punchbowl St,,Honolulu,HI,15,96813,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,23,38.0,23,175.0,69.42,55.31,55.79,2023
1083666978,Zhang,Yi,J,MD,I,1301 Punchbowl St,,Honolulu,HI,15,96813,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,12,25.0,12,221.0,88.0,70.1148,61.6352,2023
1083811418,Chowdhry,Shakeel,A,M.D.,I,2180 Pfingsten Rd Ste 2000,,Glenview,IL,17,60026,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,19,24.0,19,6680.0,1239.475,992.16125,726.67875,2023
1083811418,Chowdhry,Shakeel,A,M.D.,I,2180 Pfingsten Rd Ste 2000,,Glenview,IL,17,60026,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,20,25.0,20,172.0,80.67,64.57,55.78,2023
1083811418,Chowdhry,Shakeel,A,M.D.,I,2180 Pfingsten Rd Ste 2000,,Glenview,IL,17,60026,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,20,26.0,20,312.0,103.18,82.59,61.63,2023
1083908099,Stapleton,Christopher,J,MD,I,912 S Wood St # Mc799,,Chicago,IL,17,60612,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,28,32.0,29,6018.0,1150.2975,916.496875,831.8559375,2023
1083908099,Stapleton,Christopher,J,MD,I,912 S Wood St # Mc799,,Chicago,IL,17,60612,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,31,35.0,32,287.54285714,74.38,59.26,55.79,2023
1083908099,Stapleton,Christopher,J,MD,I,912 S Wood St # Mc799,,Chicago,IL,17,60612,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,31,67.0,32,889.0,94.43358209,75.24,61.63641791,2023
1083932214,Serulle,Yafell,,"M.D., PH.D.",I,1613 N Harrison Parkway Bldg C Suite 200,,Sunrise,FL,12,33160,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,17.0,14,12779.0,1324.4694118,1057.0170588,809.92,2023
1083932214,Serulle,Yafell,,"M.D., PH.D.",I,1613 N Harrison Parkway Bldg C Suite 200,,Sunrise,FL,12,33160,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,13,17.0,14,659.0,85.060588235,67.884705882,55.79,2023
1083932214,Serulle,Yafell,,"M.D., PH.D.",I,1613 N Harrison Parkway Bldg C Suite 200,,Sunrise,FL,12,33160,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,13,25.0,14,806.0,108.6596,86.7172,61.6352,2023
1083984983,Santiago-Dieppa,David,R,MD,I,200 W Arbor Dr,,San Diego,CA,06,92103,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,12,13.0,12,979.0,71.030769231,56.590769231,55.851538462,2023
1093183543,Sacho,Raphael,,MD,I,501 Seaview Ave Ste 201,,Staten Island,NY,36,10305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,23,29.0,24,12779.0,1417.7875862,1131.4927586,775.47551724,2023
1093183543,Sacho,Raphael,,MD,I,501 Seaview Ave Ste 201,,Staten Island,NY,36,10305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,23,29.0,24,659.0,88.113448276,70.321724138,55.79,2023
1093183543,Sacho,Raphael,,MD,I,501 Seaview Ave Ste 201,,Staten Island,NY,36,10305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,23,39.0,24,806.0,112.83615385,90.05,61.633846154,2023
1104147909,Moon,Karam,,MD,I,350 W Thomas Rd,Attn: Academic Affairs,Phoenix,AZ,04,85013,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,21,26.0,22,2832.63,1026.8692308,818.15307692,829.64846154,2023
1104147909,Moon,Karam,,MD,I,350 W Thomas Rd,Attn: Academic Affairs,Phoenix,AZ,04,85013,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,21,22.0,22,113.05,68.11,54.27,55.79,2023
1104147909,Moon,Karam,,MD,I,350 W Thomas Rd,Attn: Academic Affairs,Phoenix,AZ,04,85013,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,21,41.0,22,143.02,86.514634146,68.93,61.635365854,2023
1114508025,Borg,Nicholas,,MD,I,200 1st St Sw,,Rochester,MN,27,55905,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,16,18.0,18,199.5,62.15,49.52,55.79,2023
1114508025,Borg,Nicholas,,MD,I,200 1st St Sw,,Rochester,MN,27,55905,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,15,23.0,17,258.3,78.552608696,62.585217391,61.632608696,2023
1124415856,Al-Saiegh,Fadi,,M.D.,I,8300 Floyd Curl Dr,,San Antonio,TX,48,78229,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,18.0,17,3302.1111111,1050.7027778,837.14277778,892.41222222,2023
1124415856,Al-Saiegh,Fadi,,M.D.,I,8300 Floyd Curl Dr,,San Antonio,TX,48,78229,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,13,16.0,16,203.6875,67.05,53.42,55.79,2023
1124415856,Al-Saiegh,Fadi,,M.D.,I,8300 Floyd Curl Dr,,San Antonio,TX,48,78229,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,14,18.0,17,257.88888889,85.109444444,67.809444444,61.630555556,2023
1134237712,Ringer,Andrew,,MD,I,3825 Edwards Rd,Suite 300,Cincinnati,OH,39,45209,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,12.0,12,5659.0,1140.345,903.31333333,912.74416667,2023
1134237712,Ringer,Andrew,,MD,I,3825 Edwards Rd,Suite 300,Cincinnati,OH,39,45209,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,11,12.0,12,336.0,69.02,54.99,55.79,2023
1134237712,Ringer,Andrew,,MD,I,3825 Edwards Rd,Suite 300,Cincinnati,OH,39,45209,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,11,12.0,12,426.0,87.8,69.95,61.63,2023
1134276777,Dodd,Robert,L,"MD, PHD",I,300 Pasteur Dr,,Stanford,CA,6,94305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,16,17.0,17,9336.0,1236.7505882,973.63058824,901.89705882,2023
1134276777,Dodd,Robert,L,"MD, PHD",I,300 Pasteur Dr,,Stanford,CA,6,94305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,16,17.0,17,496.70588235,77.91,62.37,55.79,2023
1134276777,Dodd,Robert,L,"MD, PHD",I,300 Pasteur Dr,,Stanford,CA,6,94305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,16,23.0,17,421.2173913,98.56,78.89173913,61.63173913,2023
1144343484,Youssef,Patrick,P,M.D.,I,300 W 10th Ave,,Columbus,OH,39,43210,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,18.0,14,5195.0,981.87333333,782.30444444,688.43222222,2023
1144343484,Youssef,Patrick,P,M.D.,I,300 W 10th Ave,,Columbus,OH,39,43210,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,15,19.0,15,265.0,69.02,54.99,55.79,2023
1144343484,Youssef,Patrick,P,M.D.,I,300 W 10th Ave,,Columbus,OH,39,43210,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,15,19.0,15,330.0,87.8,69.952105263,61.632105263,2023
1144373739,Colby,Geoffrey,P,"M.D., PH.D.",I,300 Medical Plaza,,Los Angeles,CA,06,90095,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,15,20.0,15,6000.75,1049.5875,840.06,803.17,2023
1144373739,Colby,Geoffrey,P,"M.D., PH.D.",I,300 Medical Plaza,,Los Angeles,CA,06,90095,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,15,20.0,15,1458.0,74.19,59.38,55.79,2023
1144373739,Colby,Geoffrey,P,"M.D., PH.D.",I,300 Medical Plaza,,Los Angeles,CA,06,90095,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,15,30.0,15,533.0,94.1,75.315,61.635,2023
